Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Time,Payment,cogs,gross margin percentage,gross income,Rating
426-39-2418,c,naypyitaw,normal,male,electronic accessories,61.41,7.0,21.4935,451.3635,10:02,cash,429.87,4.761904762,21.4935,9.8
875-46-5808,b,mandalay,member,male,health and beauty,25.9,10.0,12.95,271.95,14:51,ewallet,259.0,4.761904762,12.95,8.7
394-43-4238,b,mandalay,member,male,home and lifestyle,17.77,5.0,4.4425,93.2925,12:42,credit card,88.85,4.761904762,4.4425,5.4
749-24-1565,a,yangon,normal,female,health and beauty,23.03,9.0,10.3635,217.6335,12:02,ewallet,207.27,4.761904762,10.3635,7.9
672-51-8681,c,naypyitaw,member,female,electronic accessories,66.65,9.0,29.9925,629.8425,18:19,credit card,599.85,4.761904762,29.9925,9.7
263-87-5680,c,naypyitaw,member,female,home and lifestyle,28.53,10.0,14.265,299.565,17:38,ewallet,285.3,4.761904762,14.265,7.8
573-58-9734,b,mandalay,normal,female,fashion accessories,30.37,3.0,4.5555,95.6655,13:41,ewallet,91.11,4.761904762,4.5555,5.1
817-69-8206,b,mandalay,normal,female,electronic accessories,99.73,9.0,44.8785,942.4485,19:42,credit card,897.57,4.761904762,44.8785,6.5
888-02-0338,a,yangon,normal,male,electronic accessories,26.23,9.0,11.8035,247.8735,20:24,ewallet,236.07,4.761904762,11.8035,5.9
677-11-0152,c,naypyitaw,normal,female,food and beverages,93.26,9.0,41.967,881.307,18:08,cash,839.34,4.761904762,41.967,8.8
142-63-6033,b,mandalay,normal,male,home and lifestyle,92.36,5.0,23.09,484.89,19:17,ewallet,461.8,4.761904762,23.09,4.9
656-16-1063,b,mandalay,normal,male,sports and travel,46.42,3.0,6.963,146.223,13:24,credit card,139.26,4.761904762,6.963,4.4
891-58-8335,b,mandalay,member,female,sports and travel,29.61,7.0,10.3635,217.6335,15:53,cash,207.27,4.761904762,10.3635,6.5
802-43-8934,a,yangon,normal,male,home and lifestyle,18.28,1.0,0.914,19.194,15:05,credit card,18.28,4.761904762,0.914,8.3
560-30-5617,b,mandalay,normal,female,sports and travel,24.77,5.0,6.1925,130.0425,18:27,cash,123.85,4.761904762,6.1925,8.5
319-74-2561,a,yangon,member,female,electronic accessories,94.64,3.0,14.196,298.116,16:55,cash,283.92,4.761904762,14.196,5.5
549-03-9315,b,mandalay,normal,male,fashion accessories,94.87,8.0,37.948,796.908,12:58,ewallet,758.96,4.761904762,37.948,8.7
790-29-1172,b,mandalay,normal,female,food and beverages,57.34,3.0,8.601,180.621,18:59,credit card,172.02,4.761904762,8.601,7.9
239-36-3640,b,mandalay,normal,male,electronic accessories,45.35,6.0,13.605,285.705,13:44,ewallet,272.1,4.761904762,13.605,6.1
468-01-2051,b,mandalay,normal,male,food and beverages,62.08,7.0,21.728,456.288,13:46,ewallet,434.56,4.761904762,21.728,5.4
389-25-3394,c,naypyitaw,normal,male,electronic accessories,11.81,5.0,2.9525,62.0025,18:06,cash,59.05,4.761904762,2.9525,9.4
279-62-1445,c,naypyitaw,member,female,fashion accessories,12.54,1.0,0.627,13.167,12:38,cash,12.54,4.761904762,0.627,8.2
213-72-6612,a,yangon,normal,male,food and beverages,43.25,2.0,4.325,90.825,15:56,cash,86.5,4.761904762,4.325,6.2
746-68-6593,c,naypyitaw,member,female,sports and travel,87.16,2.0,8.716,183.036,14:29,credit card,174.32,4.761904762,8.716,9.7
836-82-5858,b,mandalay,member,male,health and beauty,69.37,9.0,31.2165,655.5465,19:14,ewallet,624.33,4.761904762,31.2165,4.0
583-72-1480,c,naypyitaw,member,male,electronic accessories,37.06,4.0,7.412,155.652,16:24,ewallet,148.24,4.761904762,7.412,9.7
466-61-5506,b,mandalay,member,female,electronic accessories,90.7,6.0,27.21,571.41,10:52,cash,544.2,4.761904762,27.21,5.3
721-86-6247,a,yangon,normal,female,home and lifestyle,63.42,8.0,25.368,532.728,12:55,ewallet,507.36,4.761904762,25.368,7.4
289-65-5721,b,mandalay,normal,female,fashion accessories,81.37,2.0,8.137,170.877,19:28,cash,162.74,4.761904762,8.137,6.5
545-46-3100,b,mandalay,member,female,electronic accessories,10.59,3.0,1.5885,33.3585,13:52,credit card,31.77,4.761904762,1.5885,8.7
418-02-5978,b,mandalay,normal,female,health and beauty,84.09,9.0,37.8405,794.6505,10:54,cash,756.81,4.761904762,37.8405,8.0
269-04-5750,b,mandalay,member,male,fashion accessories,73.82,4.0,14.764,310.044,18:31,cash,295.28,4.761904762,14.764,6.7
157-13-5295,a,yangon,member,male,health and beauty,51.94,10.0,25.97,545.37,18:24,ewallet,519.4,4.761904762,25.97,6.5
645-78-8093,a,yangon,normal,female,sports and travel,93.14,2.0,9.314,195.594,18:09,ewallet,186.28,4.761904762,9.314,4.1
211-30-9270,c,naypyitaw,normal,male,health and beauty,17.41,5.0,4.3525,91.4025,15:16,credit card,87.05,4.761904762,4.3525,4.9
755-12-3214,c,naypyitaw,member,female,fashion accessories,44.22,5.0,11.055,232.155,17:07,credit card,221.1,4.761904762,11.055,8.6
346-84-3103,b,mandalay,member,female,electronic accessories,13.22,5.0,3.305,69.405,19:26,cash,66.1,4.761904762,3.305,4.3
478-06-7835,a,yangon,normal,male,fashion accessories,89.69,1.0,4.4845,94.1745,11:20,ewallet,89.69,4.761904762,4.4845,4.9
540-11-4336,a,yangon,normal,male,food and beverages,24.94,9.0,11.223,235.683,16:49,credit card,224.46,4.761904762,11.223,5.6
448-81-5016,a,yangon,normal,male,health and beauty,59.77,2.0,5.977,125.517,12:01,credit card,119.54,4.761904762,5.977,5.8
142-72-4741,c,naypyitaw,member,male,fashion accessories,93.2,2.0,9.32,195.72,18:37,credit card,186.4,4.761904762,9.32,6.0
217-58-1179,a,yangon,member,male,home and lifestyle,62.65,4.0,12.53,263.13,11:25,cash,250.6,4.761904762,12.53,4.2
376-02-8238,b,mandalay,normal,male,home and lifestyle,93.87,8.0,37.548,788.508,18:42,credit card,750.96,4.761904762,37.548,8.3
530-90-9855,a,yangon,member,male,home and lifestyle,47.59,8.0,19.036,399.756,14:47,cash,380.72,4.761904762,19.036,5.7
866-05-7563,b,mandalay,member,female,electronic accessories,81.4,3.0,12.21,256.41,19:43,cash,244.2,4.761904762,12.21,4.8
604-70-6476,a,yangon,member,male,fashion accessories,17.94,5.0,4.485,94.185,14:04,ewallet,89.7,4.761904762,4.485,6.8
799-71-1548,a,yangon,member,male,electronic accessories,77.72,4.0,15.544,326.424,16:11,credit card,310.88,4.761904762,15.544,8.8
785-13-7708,b,mandalay,normal,male,food and beverages,73.06,7.0,25.571,536.991,19:06,credit card,511.42,4.761904762,25.571,4.2
845-51-0542,b,mandalay,member,male,food and beverages,46.55,9.0,20.9475,439.8975,15:34,ewallet,418.95,4.761904762,20.9475,6.4
662-47-5456,c,naypyitaw,member,male,fashion accessories,35.19,10.0,17.595,369.495,19:06,credit card,351.9,4.761904762,17.595,8.4
883-17-4236,c,naypyitaw,normal,female,sports and travel,14.39,2.0,1.439,30.219,19:44,credit card,28.78,4.761904762,1.439,7.2
290-68-2984,a,yangon,normal,male,home and lifestyle,23.75,4.0,4.75,99.75,11:22,cash,95.0,4.761904762,4.75,5.2
704-11-6354,a,yangon,member,male,home and lifestyle,58.9,8.0,23.56,494.76,11:23,cash,471.2,4.761904762,23.56,8.9
110-48-7033,b,mandalay,member,male,fashion accessories,32.62,4.0,6.524,137.004,14:12,cash,130.48,4.761904762,6.524,9.0
366-93-0948,a,yangon,member,male,electronic accessories,66.35,1.0,3.3175,69.6675,10:46,credit card,66.35,4.761904762,3.3175,9.7
729-09-9681,a,yangon,member,male,home and lifestyle,25.91,6.0,7.773,163.233,10:16,ewallet,155.46,4.761904762,7.773,8.7
151-16-1484,a,yangon,member,male,electronic accessories,32.25,4.0,6.45,135.45,12:38,ewallet,129.0,4.761904762,6.45,6.5
380-94-4661,c,naypyitaw,member,male,electronic accessories,65.94,4.0,13.188,276.948,13:05,credit card,263.76,4.761904762,13.188,6.9
850-41-9669,a,yangon,normal,female,electronic accessories,75.06,9.0,33.777,709.317,13:25,ewallet,675.54,4.761904762,33.777,6.2
821-07-3596,c,naypyitaw,normal,female,fashion accessories,16.45,4.0,3.29,69.09,14:53,ewallet,65.8,4.761904762,3.29,5.6
655-85-5130,b,mandalay,member,female,fashion accessories,38.3,4.0,7.66,160.86,19:22,cash,153.2,4.761904762,7.66,5.7
447-15-7839,a,yangon,member,female,sports and travel,22.24,10.0,11.12,233.52,11:00,cash,222.4,4.761904762,11.12,4.2
154-74-7179,b,mandalay,normal,male,sports and travel,54.45,1.0,2.7225,57.1725,19:24,ewallet,54.45,4.761904762,2.7225,7.9
253-12-6086,a,yangon,member,female,sports and travel,98.4,7.0,34.44,723.24,12:43,credit card,688.8,4.761904762,34.44,8.7
808-65-0703,c,naypyitaw,normal,male,home and lifestyle,35.47,4.0,7.094,148.974,17:22,credit card,141.88,4.761904762,7.094,6.9
571-94-0759,b,mandalay,member,female,food and beverages,74.6,10.0,37.3,783.3,20:55,cash,746.0,4.761904762,37.3,9.5
144-51-6085,a,yangon,member,male,home and lifestyle,70.74,4.0,14.148,297.108,16:05,credit card,282.96,4.761904762,14.148,4.4
731-14-2199,a,yangon,member,female,home and lifestyle,35.54,10.0,17.77,373.17,13:34,ewallet,355.4,4.761904762,17.77,7.0
783-09-1637,b,mandalay,normal,female,sports and travel,67.43,5.0,16.8575,354.0075,18:13,ewallet,337.15,4.761904762,16.8575,6.3
687-15-1097,c,naypyitaw,member,female,health and beauty,21.12,2.0,2.112,44.352,19:17,cash,42.24,4.761904762,2.112,9.7
126-54-1082,a,yangon,member,female,home and lifestyle,21.54,9.0,9.693,203.553,11:44,credit card,193.86,4.761904762,9.693,8.8
633-91-1052,a,yangon,normal,female,home and lifestyle,12.03,2.0,1.203,25.263,15:51,cash,24.06,4.761904762,1.203,5.1
477-24-6490,b,mandalay,normal,female,health and beauty,99.71,6.0,29.913,628.173,16:52,ewallet,598.26,4.761904762,29.913,7.9
566-19-5475,b,mandalay,normal,male,fashion accessories,47.97,7.0,16.7895,352.5795,20:52,cash,335.79,4.761904762,16.7895,6.2
526-86-8552,c,naypyitaw,member,female,home and lifestyle,21.82,10.0,10.91,229.11,17:36,cash,218.2,4.761904762,10.91,7.1
376-56-3573,c,naypyitaw,normal,female,fashion accessories,95.42,4.0,19.084,400.764,13:23,ewallet,381.68,4.761904762,19.084,6.4
537-72-0426,c,naypyitaw,member,male,fashion accessories,70.99,10.0,35.495,745.395,16:28,cash,709.9,4.761904762,35.495,5.7
828-61-5674,a,yangon,member,male,sports and travel,44.02,10.0,22.01,462.21,19:57,credit card,440.2,4.761904762,22.01,9.6
136-08-6195,a,yangon,normal,female,home and lifestyle,69.96,8.0,27.984,587.664,17:01,credit card,559.68,4.761904762,27.984,6.4
523-38-0215,c,naypyitaw,normal,male,home and lifestyle,37.0,1.0,1.85,38.85,13:29,credit card,37.0,4.761904762,1.85,7.9
490-29-1201,a,yangon,normal,female,sports and travel,15.34,1.0,0.767,16.107,11:09,cash,15.34,4.761904762,0.767,6.5
667-92-0055,a,yangon,member,male,health and beauty,99.83,6.0,29.949,628.929,15:02,ewallet,598.98,4.761904762,29.949,8.5
565-17-3836,a,yangon,member,female,health and beauty,47.67,4.0,9.534,200.214,14:21,cash,190.68,4.761904762,9.534,9.1
498-41-1961,b,mandalay,normal,male,health and beauty,66.68,5.0,16.67,350.07,18:01,cash,333.4,4.761904762,16.67,7.6
593-95-4461,c,naypyitaw,member,male,home and lifestyle,74.86,1.0,3.743,78.603,14:49,cash,74.86,4.761904762,3.743,6.9
226-71-3580,c,naypyitaw,normal,female,sports and travel,23.75,9.0,10.6875,224.4375,12:02,cash,213.75,4.761904762,10.6875,9.5
283-79-9594,b,mandalay,normal,female,food and beverages,48.51,7.0,16.9785,356.5485,13:30,credit card,339.57,4.761904762,16.9785,5.2
430-60-3493,a,yangon,member,female,home and lifestyle,94.88,7.0,33.208,697.368,14:38,cash,664.16,4.761904762,33.208,4.2
139-20-0155,b,mandalay,member,male,electronic accessories,40.3,10.0,20.15,423.15,17:37,credit card,403.0,4.761904762,20.15,7.0
558-80-4082,c,naypyitaw,normal,male,electronic accessories,27.85,7.0,9.7475,204.6975,17:20,ewallet,194.95,4.761904762,9.7475,6.0
278-97-7759,a,yangon,member,female,electronic accessories,62.48,1.0,3.124,65.604,20:29,cash,62.48,4.761904762,3.124,4.7
316-68-6352,a,yangon,member,female,food and beverages,36.36,2.0,3.636,76.356,10:00,cash,72.72,4.761904762,3.636,7.1
585-03-5943,b,mandalay,normal,male,health and beauty,18.11,10.0,9.055,190.155,11:46,ewallet,181.1,4.761904762,9.055,5.9
211-05-0490,c,naypyitaw,member,female,electronic accessories,51.92,5.0,12.98,272.58,13:42,cash,259.6,4.761904762,12.98,7.5
727-75-6477,c,naypyitaw,normal,male,electronic accessories,28.84,4.0,5.768,121.128,14:44,cash,115.36,4.761904762,5.768,6.4
744-02-5987,a,yangon,member,male,home and lifestyle,78.38,6.0,23.514,493.794,14:16,ewallet,470.28,4.761904762,23.514,5.8
307-83-9164,a,yangon,member,male,home and lifestyle,60.01,4.0,12.002,252.042,15:54,cash,240.04,4.761904762,12.002,4.5
779-06-0012,c,naypyitaw,member,female,home and lifestyle,88.61,1.0,4.4305,93.0405,10:21,cash,88.61,4.761904762,4.4305,7.7
446-47-6729,c,naypyitaw,normal,male,fashion accessories,99.82,2.0,9.982,209.622,18:09,credit card,199.64,4.761904762,9.982,6.7
573-10-3877,b,mandalay,member,male,health and beauty,39.01,1.0,1.9505,40.9605,16:46,credit card,39.01,4.761904762,1.9505,4.7
735-06-4124,c,naypyitaw,normal,male,food and beverages,48.61,1.0,2.4305,51.0405,15:31,cash,48.61,4.761904762,2.4305,4.4
439-54-7422,a,yangon,normal,female,electronic accessories,51.19,4.0,10.238,214.998,17:15,credit card,204.76,4.761904762,10.238,4.7
396-90-2219,b,mandalay,normal,female,electronic accessories,14.96,8.0,5.984,125.664,12:29,cash,119.68,4.761904762,5.984,8.6
411-77-0180,a,yangon,member,male,electronic accessories,72.2,7.0,25.27,530.67,20:14,ewallet,505.4,4.761904762,25.27,4.3
286-01-5402,a,yangon,normal,female,sports and travel,40.23,7.0,14.0805,295.6905,13:22,cash,281.61,4.761904762,14.0805,9.6
803-17-8013,a,yangon,member,female,home and lifestyle,88.79,8.0,35.516,745.836,17:09,cash,710.32,4.761904762,35.516,4.1
512-98-1403,a,yangon,member,female,electronic accessories,26.48,3.0,3.972,83.412,10:40,ewallet,79.44,4.761904762,3.972,4.7
848-42-2560,a,yangon,normal,female,fashion accessories,81.91,2.0,8.191,172.011,17:43,cash,163.82,4.761904762,8.191,7.8
532-59-7201,b,mandalay,member,male,sports and travel,79.93,6.0,23.979,503.559,14:04,cash,479.58,4.761904762,23.979,5.5
181-94-6432,c,naypyitaw,member,male,fashion accessories,69.33,2.0,6.933,145.593,19:05,ewallet,138.66,4.761904762,6.933,9.7
870-76-1733,a,yangon,member,female,food and beverages,14.23,5.0,3.5575,74.7075,10:08,credit card,71.15,4.761904762,3.5575,4.4
423-64-4619,a,yangon,member,female,health and beauty,15.55,9.0,6.9975,146.9475,13:12,cash,139.95,4.761904762,6.9975,5.0
227-07-4446,c,naypyitaw,member,female,electronic accessories,78.13,10.0,39.065,820.365,20:51,cash,781.3,4.761904762,39.065,4.4
174-36-3675,c,naypyitaw,member,male,food and beverages,99.37,2.0,9.937,208.677,17:29,cash,198.74,4.761904762,9.937,5.2
428-83-5800,c,naypyitaw,member,female,food and beverages,21.08,3.0,3.162,66.402,10:25,cash,63.24,4.761904762,3.162,7.3
603-07-0961,c,naypyitaw,member,male,electronic accessories,74.79,5.0,18.6975,392.6475,11:34,cash,373.95,4.761904762,18.6975,4.9
704-20-4138,c,naypyitaw,member,female,health and beauty,29.67,7.0,10.3845,218.0745,18:58,credit card,207.69,4.761904762,10.3845,8.1
787-15-1757,c,naypyitaw,member,male,health and beauty,44.07,4.0,8.814,185.094,16:28,ewallet,176.28,4.761904762,8.814,8.4
649-11-3678,c,naypyitaw,normal,female,food and beverages,22.93,9.0,10.3185,216.6885,20:26,cash,206.37,4.761904762,10.3185,5.5
622-20-1945,c,naypyitaw,normal,female,health and beauty,39.42,1.0,1.971,41.391,15:08,cash,39.42,4.761904762,1.971,8.4
372-94-8041,a,yangon,normal,male,health and beauty,15.26,6.0,4.578,96.138,18:03,ewallet,91.56,4.761904762,4.578,9.8
563-91-7120,a,yangon,normal,female,fashion accessories,61.77,5.0,15.4425,324.2925,13:21,cash,308.85,4.761904762,15.4425,6.7
746-54-5508,a,yangon,normal,male,home and lifestyle,21.52,6.0,6.456,135.576,12:48,credit card,129.12,4.761904762,6.456,9.4
276-54-0879,b,mandalay,normal,male,sports and travel,97.74,4.0,19.548,410.508,19:53,ewallet,390.96,4.761904762,19.548,6.4
815-11-1168,a,yangon,member,male,food and beverages,99.78,5.0,24.945,523.845,19:09,cash,498.9,4.761904762,24.945,5.4
719-76-3868,c,naypyitaw,member,male,food and beverages,94.26,4.0,18.852,395.892,16:30,cash,377.04,4.761904762,18.852,8.6
730-61-8757,b,mandalay,member,male,health and beauty,51.13,4.0,10.226,214.746,10:11,credit card,204.52,4.761904762,10.226,4.0
340-66-0321,a,yangon,member,male,electronic accessories,36.36,4.0,7.272,152.712,13:07,cash,145.44,4.761904762,7.272,7.6
868-81-1752,b,mandalay,normal,male,home and lifestyle,22.02,9.0,9.909,208.089,18:48,cash,198.18,4.761904762,9.909,6.8
634-97-8956,a,yangon,normal,male,food and beverages,32.9,3.0,4.935,103.635,17:27,credit card,98.7,4.761904762,4.935,9.1
566-71-1091,a,yangon,normal,male,fashion accessories,77.02,5.0,19.255,404.355,15:59,cash,385.1,4.761904762,19.255,5.5
442-48-3607,a,yangon,member,male,food and beverages,23.48,2.0,2.348,49.308,11:21,credit card,46.96,4.761904762,2.348,7.9
835-16-0096,c,naypyitaw,member,male,sports and travel,14.7,5.0,3.675,77.175,13:48,ewallet,73.5,4.761904762,3.675,8.5
527-09-6272,a,yangon,member,female,electronic accessories,28.45,5.0,7.1125,149.3625,10:17,credit card,142.25,4.761904762,7.1125,9.1
898-04-2717,a,yangon,normal,male,fashion accessories,76.4,9.0,34.38,721.98,15:49,ewallet,687.6,4.761904762,34.38,7.5
692-27-8933,b,mandalay,normal,female,sports and travel,57.95,6.0,17.385,365.085,13:02,cash,347.7,4.761904762,17.385,5.2
633-09-3463,c,naypyitaw,normal,female,electronic accessories,47.65,3.0,7.1475,150.0975,12:58,credit card,142.95,4.761904762,7.1475,9.5
374-17-3652,b,mandalay,member,female,food and beverages,42.82,9.0,19.269,404.649,15:26,credit card,385.38,4.761904762,19.269,8.9
378-07-7001,b,mandalay,member,male,electronic accessories,48.09,3.0,7.2135,151.4835,18:23,credit card,144.27,4.761904762,7.2135,7.8
433-75-6987,b,mandalay,member,female,health and beauty,55.97,7.0,19.5895,411.3795,19:06,ewallet,391.79,4.761904762,19.5895,8.9
873-95-4984,b,mandalay,member,female,health and beauty,76.9,7.0,26.915,565.215,20:21,cash,538.3,4.761904762,26.915,7.7
416-13-5917,c,naypyitaw,normal,female,food and beverages,97.03,5.0,24.2575,509.4075,16:24,ewallet,485.15,4.761904762,24.2575,9.3
150-89-8043,a,yangon,normal,male,sports and travel,44.65,3.0,6.6975,140.6475,15:04,cash,133.95,4.761904762,6.6975,6.2
135-84-8019,a,yangon,normal,female,fashion accessories,77.93,9.0,35.0685,736.4385,16:10,ewallet,701.37,4.761904762,35.0685,7.6
441-94-7118,a,yangon,member,male,electronic accessories,71.95,1.0,3.5975,75.5475,12:14,cash,71.95,4.761904762,3.5975,7.3
725-96-3778,c,naypyitaw,member,female,home and lifestyle,89.25,8.0,35.7,749.7,10:13,cash,714.0,4.761904762,35.7,4.7
531-80-1784,a,yangon,normal,male,electronic accessories,26.02,7.0,9.107,191.247,17:38,cash,182.14,4.761904762,9.107,5.1
400-45-1220,b,mandalay,normal,female,health and beauty,13.5,10.0,6.75,141.75,11:06,credit card,135.0,4.761904762,6.75,4.8
860-79-0874,c,naypyitaw,member,female,fashion accessories,99.3,10.0,49.65,1042.65,14:53,credit card,993.0,4.761904762,49.65,6.6
834-61-8124,a,yangon,normal,male,electronic accessories,51.69,7.0,18.0915,379.9215,18:22,cash,361.83,4.761904762,18.0915,5.5
115-99-4379,b,mandalay,member,female,fashion accessories,54.73,7.0,19.1555,402.2655,19:02,credit card,383.11,4.761904762,19.1555,8.5
565-67-6697,b,mandalay,member,male,home and lifestyle,27.0,9.0,12.15,255.15,14:16,cash,243.0,4.761904762,12.15,4.8
320-49-6392,c,naypyitaw,normal,female,electronic accessories,30.24,1.0,1.512,31.752,15:44,cash,30.24,4.761904762,1.512,8.4
889-04-9723,b,mandalay,member,female,food and beverages,89.14,4.0,17.828,374.388,12:20,credit card,356.56,4.761904762,17.828,7.8
632-90-0281,c,naypyitaw,normal,female,fashion accessories,37.55,10.0,18.775,394.275,20:01,credit card,375.5,4.761904762,18.775,9.3
554-42-2417,c,naypyitaw,normal,female,sports and travel,95.44,10.0,47.72,1002.12,13:45,cash,954.4,4.761904762,47.72,5.2
453-63-6187,b,mandalay,normal,male,electronic accessories,27.5,3.0,4.125,86.625,15:40,ewallet,82.5,4.761904762,4.125,6.5
578-80-7669,b,mandalay,normal,male,sports and travel,74.97,1.0,3.7485,78.7185,16:58,cash,74.97,4.761904762,3.7485,5.6
612-36-5536,a,yangon,member,male,food and beverages,80.96,8.0,32.384,680.064,11:12,credit card,647.68,4.761904762,32.384,7.4
605-72-4132,c,naypyitaw,normal,female,food and beverages,94.47,8.0,37.788,793.548,15:12,cash,755.76,4.761904762,37.788,9.1
471-41-2823,c,naypyitaw,normal,male,food and beverages,99.79,2.0,9.979,209.559,20:37,ewallet,199.58,4.761904762,9.979,8.0
462-67-9126,a,yangon,normal,male,home and lifestyle,73.22,6.0,21.966,461.286,17:44,cash,439.32,4.761904762,21.966,7.2
272-27-9238,c,naypyitaw,normal,female,food and beverages,41.24,4.0,8.248,173.208,16:23,cash,164.96,4.761904762,8.248,7.1
834-25-9262,c,naypyitaw,normal,female,fashion accessories,81.68,4.0,16.336,343.056,12:12,cash,326.72,4.761904762,16.336,9.1
122-61-9553,c,naypyitaw,normal,female,electronic accessories,51.32,9.0,23.094,484.974,19:33,cash,461.88,4.761904762,23.094,5.6
468-88-0009,a,yangon,member,male,home and lifestyle,65.94,4.0,13.188,276.948,10:29,cash,263.76,4.761904762,13.188,6.0
613-59-9758,c,naypyitaw,normal,female,sports and travel,14.36,10.0,7.18,150.78,14:28,cash,143.6,4.761904762,7.18,5.4
254-31-0042,a,yangon,member,male,electronic accessories,21.5,9.0,9.675,203.175,12:46,credit card,193.5,4.761904762,9.675,7.8
201-86-2184,b,mandalay,member,female,electronic accessories,26.26,7.0,9.191,193.011,19:40,cash,183.82,4.761904762,9.191,9.9
261-12-8671,b,mandalay,normal,female,fashion accessories,60.96,2.0,6.096,128.016,19:39,credit card,121.92,4.761904762,6.096,4.9
730-70-9830,c,naypyitaw,normal,female,home and lifestyle,70.11,6.0,21.033,441.693,17:54,ewallet,420.66,4.761904762,21.033,5.2
382-25-8917,c,naypyitaw,normal,male,fashion accessories,42.08,6.0,12.624,265.104,12:25,cash,252.48,4.761904762,12.624,8.9
422-29-8786,a,yangon,normal,female,home and lifestyle,67.09,5.0,16.7725,352.2225,16:47,credit card,335.45,4.761904762,16.7725,9.1
667-23-5919,a,yangon,member,female,fashion accessories,96.7,5.0,24.175,507.675,12:52,ewallet,483.5,4.761904762,24.175,7.0
843-01-4703,b,mandalay,member,female,home and lifestyle,35.38,9.0,15.921,334.341,19:50,credit card,318.42,4.761904762,15.921,9.6
743-88-1662,c,naypyitaw,normal,male,sports and travel,95.49,7.0,33.4215,701.8515,18:17,ewallet,668.43,4.761904762,33.4215,8.7
595-86-2894,c,naypyitaw,member,male,fashion accessories,96.98,4.0,19.396,407.316,17:20,ewallet,387.92,4.761904762,19.396,9.4
182-69-8360,b,mandalay,normal,female,electronic accessories,23.65,4.0,4.73,99.33,13:32,credit card,94.6,4.761904762,4.73,4.0
289-15-7034,a,yangon,member,male,sports and travel,82.33,4.0,16.466,345.786,10:37,credit card,329.32,4.761904762,16.466,7.5
462-78-5240,c,naypyitaw,normal,female,electronic accessories,26.61,2.0,2.661,55.881,14:35,cash,53.22,4.761904762,2.661,4.2
868-52-7573,b,mandalay,normal,female,food and beverages,99.69,5.0,24.9225,523.3725,12:09,cash,498.45,4.761904762,24.9225,9.9
153-58-4872,c,naypyitaw,member,female,food and beverages,74.89,4.0,14.978,314.538,15:32,ewallet,299.56,4.761904762,14.978,4.2
662-72-2873,a,yangon,normal,female,food and beverages,40.94,5.0,10.235,214.935,13:58,ewallet,204.7,4.761904762,10.235,9.9
525-88-7307,b,mandalay,member,male,sports and travel,75.82,1.0,3.791,79.611,13:19,cash,75.82,4.761904762,3.791,5.8
689-16-9784,c,naypyitaw,normal,male,food and beverages,46.77,6.0,14.031,294.651,13:37,cash,280.62,4.761904762,14.031,6.0
725-56-0833,a,yangon,normal,female,health and beauty,32.32,10.0,16.16,339.36,16:49,credit card,323.2,4.761904762,16.16,10.0
394-41-0748,c,naypyitaw,member,female,fashion accessories,54.07,9.0,24.3315,510.9615,14:55,ewallet,486.63,4.761904762,24.3315,9.5
596-42-3999,b,mandalay,normal,male,food and beverages,18.22,7.0,6.377,133.917,14:04,credit card,127.54,4.761904762,6.377,6.6
541-89-9860,c,naypyitaw,member,female,fashion accessories,80.48,3.0,12.072,253.512,12:31,cash,241.44,4.761904762,12.072,8.1
173-82-9529,b,mandalay,normal,female,fashion accessories,37.95,10.0,18.975,398.475,14:51,cash,379.5,4.761904762,18.975,9.7
563-36-9814,a,yangon,member,male,electronic accessories,76.82,1.0,3.841,80.661,18:27,ewallet,76.82,4.761904762,3.841,7.2
308-47-4913,a,yangon,member,female,sports and travel,52.26,10.0,26.13,548.73,12:45,credit card,522.6,4.761904762,26.13,6.2
885-17-6250,a,yangon,normal,female,health and beauty,79.74,1.0,3.987,83.727,10:36,ewallet,79.74,4.761904762,3.987,7.3
726-27-2396,a,yangon,normal,female,health and beauty,77.5,5.0,19.375,406.875,20:36,ewallet,387.5,4.761904762,19.375,4.3
316-01-3952,a,yangon,normal,female,food and beverages,54.27,5.0,13.5675,284.9175,14:16,ewallet,271.35,4.761904762,13.5675,4.6
760-54-1821,b,mandalay,normal,male,home and lifestyle,13.59,9.0,6.1155,128.4255,10:26,cash,122.31,4.761904762,6.1155,5.8
793-10-3222,b,mandalay,member,female,health and beauty,41.06,6.0,12.318,258.678,13:30,credit card,246.36,4.761904762,12.318,8.3
346-12-3257,b,mandalay,member,male,electronic accessories,19.24,9.0,8.658,181.818,16:28,cash,173.16,4.761904762,8.658,8.0
110-05-6330,c,naypyitaw,normal,female,food and beverages,39.43,6.0,11.829,248.409,20:18,credit card,236.58,4.761904762,11.829,9.4
651-61-0874,c,naypyitaw,normal,male,home and lifestyle,46.22,4.0,9.244,194.124,20:04,credit card,184.88,4.761904762,9.244,6.2
236-86-3015,c,naypyitaw,member,male,home and lifestyle,13.98,1.0,0.699,14.679,13:38,ewallet,13.98,4.761904762,0.699,9.8
831-64-0259,b,mandalay,normal,female,fashion accessories,39.75,5.0,9.9375,208.6875,10:43,ewallet,198.75,4.761904762,9.9375,9.6
587-03-7455,c,naypyitaw,member,female,fashion accessories,97.79,7.0,34.2265,718.7565,17:30,ewallet,684.53,4.761904762,34.2265,4.9
882-40-4577,a,yangon,member,male,sports and travel,67.26,4.0,13.452,282.492,15:28,credit card,269.04,4.761904762,13.452,8.0
